rank,place,state,population,latitude,longitude,name,desc,color,source,precision
439,Alameda,California,"73,812",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
440,St. George,Utah,"72,897",39.3304787,-111.6814804,Utah,Utah,,Bing Maps,state/province
441,Kalamazoo,Michigan,"74,262",44.8626175,-85.7351379,Michigan,Michigan,,Bing Maps,state/province
442,Schaumburg village,Illinois,"74,227",40.1228409,-89.143219,Illinois,Illinois,,Bing Maps,state/province
443,Bolingbrook village,Illinois,"73,366",40.1228409,-89.143219,Illinois,Illinois,,Bing Maps,state/province
444,San Ramon,California,"72,148",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
445,Baytown,Texas,"71,802",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
446,New Britain,Connecticut,"73,206",41.5735016,-72.7383041,Connecticut,Connecticut,,Bing Maps,state/province
447,Appleton,Wisconsin,"72,623",44.6354256,-89.7189026,Wisconsin,Wisconsin,,Bing Maps,state/province
448,Folsom,California,"72,203",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
449,Canton,Ohio,"73,007",40.410656,-82.7089386,Ohio,Ohio,,Bing Maps,state/province
450,Wyoming,Michigan,"72,125",44.8626175,-85.7351379,Michigan,Michigan,,Bing Maps,state/province
451,Pharr,Texas,"70,400",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
452,Lake Charles,Louisiana,"71,993",30.9075546,-91.8198318,Louisiana,Louisiana,,Bing Maps,state/province
453,Southfield,Michigan,"71,739",44.8626175,-85.7351379,Michigan,Michigan,,Bing Maps,state/province
454,Gastonia,North Carolina,"71,741",35.5147514,-79.1010361,North Carolina,North Carolina,,Bing Maps,state/province
455,Plymouth,Minnesota,"70,576",46.3505173,-94.1978073,Minnesota,Minnesota,,Bing Maps,state/province
456,Auburn,Washington,"70,180",38.8903694,-77.0319595,Washington,"Washington, DC",,Bing Maps,city/town
457,Rochester Hills,Michigan,"70,995",44.8626175,-85.7351379,Michigan,Michigan,,Bing Maps,state/province
458,Springdale,Arkansas,"69,797",34.9066925,-92.4387436,Arkansas,Arkansas,,Bing Maps,state/province
459,Wilmington,Delaware,"70,851",38.9843407,-75.4430084,Delaware,Delaware,,Bing Maps,state/province
460,Pleasanton,California,"70,285",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
461,Pawtucket,Rhode Island,"71,148",41.4887123,-71.4543228,Rhode Island,Rhode Island,,Bing Maps,state/province
462,Waukesha,Wisconsin,"70,718",44.6354256,-89.7189026,Wisconsin,Wisconsin,,Bing Maps,state/province
463,Jacksonville,North Carolina,"70,145",35.5147514,-79.1010361,North Carolina,North Carolina,,Bing Maps,state/province
464,Union City,California,"69,516",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
465,Lynwood,California,"69,772",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
466,Apple Valley town,California,"69,135",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
467,Muncie,Indiana,"70,085",39.9198036,-86.2817993,Indiana,Indiana,,Bing Maps,state/province
468,Perris,California,"68,386",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
469,Passaic,New Jersey,"69,781",40.0851631,-74.649498,New Jersey,New Jersey,,Bing Maps,state/province
470,Missouri City,Texas,"67,358",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
471,Redlands,California,"68,747",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
472,Mount Pleasant town,South Carolina,"67,843",33.8724251,-80.8531265,South Carolina,South Carolina,,Bing Maps,state/province
473,Gulfport,Mississippi,"67,793",32.7113609,-89.6544571,Mississippi,Mississippi,,Bing Maps,state/province
474,Rapid City,South Dakota,"67,956",44.4361343,-100.2305298,South Dakota,South Dakota,,Bing Maps,state/province
475,Turlock,California,"68,549",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
476,Boynton Beach,Florida,"68,217",28.4401894,-82.5044403,Florida,Florida,,Bing Maps,state/province
477,Iowa City,Iowa,"67,862",41.6578217,-91.5265274,Iowa,"Iowa City, IA",,Bing Maps,city/town
478,Palatine village,Illinois,"68,557",40.1228409,-89.143219,Illinois,Illinois,,Bing Maps,state/province
479,Waterloo,Iowa,"68,406",41.6578217,-91.5265274,Iowa,"Iowa City, IA",,Bing Maps,city/town
480,Santa Fe,New Mexico,"67,947",34.4216003,-106.110939,New Mexico,New Mexico,,Bing Maps,state/province
481,Jonesboro,Arkansas,"67,263",34.9066925,-92.4387436,Arkansas,Arkansas,,Bing Maps,state/province
482,Warner Robins,Georgia,"66,588",32.637619,-83.4289627,Georgia,Georgia,,Bing Maps,state/province
483,Layton,Utah,"67,311",39.3304787,-111.6814804,Utah,Utah,,Bing Maps,state/province
484,Manteca,California,"67,096",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
485,Loveland,Colorado,"66,859",39.0010986,-105.55159,Colorado,Colorado,,Bing Maps,state/province
486,Lauderhill,Florida,"66,887",28.4401894,-82.5044403,Florida,Florida,,Bing Maps,state/province
487,Lafayette,Indiana,"67,140",39.9198036,-86.2817993,Indiana,Indiana,,Bing Maps,state/province
488,Milpitas,California,"66,790",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
489,Mount Vernon,New York,"67,292",40.7820015,-73.8327026,New York,"New York, NY",,Bing Maps,city/town
490,Rock Hill,South Carolina,"66,154",33.8724251,-80.8531265,South Carolina,South Carolina,,Bing Maps,state/province
491,Missoula,Montana,"66,788",47.0334816,-109.6450806,Montana,Montana,,Bing Maps,state/province
492,Redondo Beach,California,"66,748",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
493,Temple,Texas,"66,102",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
494,Union City,New Jersey,"66,455",40.0851631,-74.649498,New Jersey,New Jersey,,Bing Maps,state/province
495,Flower Mound town,Texas,"64,669",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
496,Kenner,Louisiana,"66,702",30.9075546,-91.8198318,Louisiana,Louisiana,,Bing Maps,state/province
497,Eau Claire,Wisconsin,"65,883",44.6354256,-89.7189026,Wisconsin,Wisconsin,,Bing Maps,state/province
498,St. Charles,Missouri,"65,794",38.3679657,-92.4778824,Missouri,Missouri,,Bing Maps,state/province
499,Youngstown,Ohio,"66,982",40.410656,-82.7089386,Ohio,Ohio,,Bing Maps,state/province
500,Weston,Florida,"65,333",28.4401894,-82.5044403,Florida,Florida,,Bing Maps,state/province
501,Portland,Maine,"66,194",45.2746925,-69.1981201,Maine,Maine,,Bing Maps,state/province
502,Oshkosh,Wisconsin,"66,083",44.6354256,-89.7189026,Wisconsin,Wisconsin,,Bing Maps,state/province
503,Goodyear,Arizona,"65,275",34.2930069,-111.6639786,Arizona,Arizona,,Bing Maps,state/province
504,Schenectady,New York,"66,135",40.7820015,-73.8327026,New York,"New York, NY",,Bing Maps,city/town
505.5,St. Cloud,Minnesota,"65,842",46.3505173,-94.1978073,Minnesota,Minnesota,,Bing Maps,state/province
505.5,Frederick,Maryland,"65,239",38.9455986,-76.6833878,Maryland,Maryland,,Bing Maps,state/province
507,Harlingen,Texas,"64,849",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
508,Davis,California,"65,622",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
509,Dothan,Alabama,"65,496",32.7487068,-86.8505707,Alabama,Alabama,,Bing Maps,state/province
510,Flagstaff,Arizona,"65,870",34.2930069,-111.6639786,Arizona,Arizona,,Bing Maps,state/province
511,Camarillo,California,"65,201",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
512,Rancho Cordova,California,"64,776",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
513,Palo Alto,California,"64,403",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
514,Yorba Linda,California,"64,234",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
515,Walnut Creek,California,"64,173",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
516,Jackson,Tennessee,"65,211",35.8430023,-86.3430481,Tennessee,Tennessee,,Bing Maps,state/province
517,Skokie village,Illinois,"64,784",40.1228409,-89.143219,Illinois,Illinois,,Bing Maps,state/province
518,Yuba City,California,"64,925",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
519,North Richland Hills,Texas,"63,343",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
520,Eagan,Minnesota,"64,206",46.3505173,-94.1978073,Minnesota,Minnesota,,Bing Maps,state/province
521,San Clemente,California,"63,522",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
522,South San Francisco,California,"63,632",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
523,East Orange,New Jersey,"64,270",40.0851631,-74.649498,New Jersey,New Jersey,,Bing Maps,state/province
524,Franklin,Tennessee,"62,487",35.8430023,-86.3430481,Tennessee,Tennessee,,Bing Maps,state/province
525,Pittsburg,California,"63,264",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
526,Lorain,Ohio,"64,097",40.410656,-82.7089386,Ohio,Ohio,,Bing Maps,state/province
527,Laguna Niguel,California,"62,979",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
528,Johnson City,Tennessee,"63,152",35.8430023,-86.3430481,Tennessee,Tennessee,,Bing Maps,state/province
529,Bayonne,New Jersey,"63,024",40.0851631,-74.649498,New Jersey,New Jersey,,Bing Maps,state/province
530,Fort Myers,Florida,"62,298",28.4401894,-82.5044403,Florida,Florida,,Bing Maps,state/province
531,Janesville,Wisconsin,"63,575",44.6354256,-89.7189026,Wisconsin,Wisconsin,,Bing Maps,state/province
532,Pico Rivera,California,"62,942",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
533,Shawnee,Kansas,"62,209",38.484726,-98.3801727,Kansas,Kansas,,Bing Maps,state/province
534,Pasco,Washington,"59,781",38.8903694,-77.0319595,Washington,"Washington, DC",,Bing Maps,city/town
535,Lodi,California,"62,134",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
536,Victoria,Texas,"62,592",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
537,Montebello,California,"62,500",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
538,North Little Rock,Arkansas,"62,304",34.9066925,-92.4387436,Arkansas,Arkansas,,Bing Maps,state/province
539,Hamilton,Ohio,"62,477",40.410656,-82.7089386,Ohio,Ohio,,Bing Maps,state/province
540,Woodbury,Minnesota,"61,961",46.3505173,-94.1978073,Minnesota,Minnesota,,Bing Maps,state/province
541,Bossier City,Louisiana,"61,315",30.9075546,-91.8198318,Louisiana,Louisiana,,Bing Maps,state/province
542,Bismarck,North Dakota,"61,272",47.4462814,-100.4693985,North Dakota,North Dakota,,Bing Maps,state/province
543,Taylor,Michigan,"63,131",44.8626175,-85.7351379,Michigan,Michigan,,Bing Maps,state/province
544,Council Bluffs,Iowa,"62,230",41.6578217,-91.5265274,Iowa,"Iowa City, IA",,Bing Maps,city/town
545,Maple Grove,Minnesota,"61,567",46.3505173,-94.1978073,Minnesota,Minnesota,,Bing Maps,state/province
546,Rockville,Maryland,"61,209",38.9455986,-76.6833878,Maryland,Maryland,,Bing Maps,state/province
547,Madera,California,"61,416",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
548,Utica,New York,"62,235",40.7820015,-73.8327026,New York,"New York, NY",,Bing Maps,city/town
549,Homestead,Florida,"60,512",28.4401894,-82.5044403,Florida,Florida,,Bing Maps,state/province
550,Coon Rapids,Minnesota,"61,476",46.3505173,-94.1978073,Minnesota,Minnesota,,Bing Maps,state/province
551,Eden Prairie,Minnesota,"60,797",46.3505173,-94.1978073,Minnesota,Minnesota,,Bing Maps,state/province
552,Tamarac,Florida,"60,427",28.4401894,-82.5044403,Florida,Florida,,Bing Maps,state/province
553,Haverhill,Massachusetts,"60,879",42.125515,-71.4986191,Massachusetts,Massachusetts,,Bing Maps,state/province
554,Kissimmee,Florida,"59,682",28.4401894,-82.5044403,Florida,Florida,,Bing Maps,state/province
555,Delray Beach,Florida,"60,522",28.4401894,-82.5044403,Florida,Florida,,Bing Maps,state/province
556,Waltham,Massachusetts,"60,632",42.125515,-71.4986191,Massachusetts,Massachusetts,,Bing Maps,state/province
557,La Habra,California,"60,239",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
558,Gaithersburg,Maryland,"59,933",38.9455986,-76.6833878,Maryland,Maryland,,Bing Maps,state/province
559,Daytona Beach,Florida,"61,005",28.4401894,-82.5044403,Florida,Florida,,Bing Maps,state/province
560,Terre Haute,Indiana,"60,785",39.9198036,-86.2817993,Indiana,Indiana,,Bing Maps,state/province
561,Vineland,New Jersey,"60,724",40.0851631,-74.649498,New Jersey,New Jersey,,Bing Maps,state/province
562,Burnsville,Minnesota,"60,306",46.3505173,-94.1978073,Minnesota,Minnesota,,Bing Maps,state/province
563,Marysville,Washington,"60,020",38.8903694,-77.0319595,Washington,"Washington, DC",,Bing Maps,city/town
564,Meriden,Connecticut,"60,868",41.5735016,-72.7383041,Connecticut,Connecticut,,Bing Maps,state/province
565,West Allis,Wisconsin,"60,411",44.6354256,-89.7189026,Wisconsin,Wisconsin,,Bing Maps,state/province
566,Monterey Park,California,"60,269",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
567,Bristol,Connecticut,"60,477",41.5735016,-72.7383041,Connecticut,Connecticut,,Bing Maps,state/province
568,Conway,Arkansas,"58,908",34.9066925,-92.4387436,Arkansas,Arkansas,,Bing Maps,state/province
569,Encinitas,California,"59,518",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
570,Greenville,South Carolina,"58,409",33.8724251,-80.8531265,South Carolina,South Carolina,,Bing Maps,state/province
571,Santa Cruz,California,"59,946",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
572,Springfield,Ohio,"60,608",40.410656,-82.7089386,Ohio,Ohio,,Bing Maps,state/province
573,Tulare,California,"59,278",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
574,North Miami,Florida,"58,786",28.4401894,-82.5044403,Florida,Florida,,Bing Maps,state/province
575,Cheyenne,Wyoming,"59,466",42.9995766,-107.5515213,Wyoming,Wyoming,,Bing Maps,state/province
576,Malden,Massachusetts,"59,450",42.125515,-71.4986191,Massachusetts,Massachusetts,,Bing Maps,state/province
577,Lancaster,Pennsylvania,"59,322",40.8965111,-77.8387527,Pennsylvania,Pennsylvania,,Bing Maps,state/province
578,Pontiac,Michigan,"59,515",44.8626175,-85.7351379,Michigan,Michigan,,Bing Maps,state/province
579,St. Clair Shores,Michigan,"59,715",44.8626175,-85.7351379,Michigan,Michigan,,Bing Maps,state/province
580,Taylorsville,Utah,"58,652",39.3304787,-111.6814804,Utah,Utah,,Bing Maps,state/province
581,Springfield,Oregon,"59,403",43.9452972,-120.5995255,Oregon,Oregon,,Bing Maps,state/province
582,New Braunfels,Texas,"57,740",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
583,Alpharetta,Georgia,"57,551",32.637619,-83.4289627,Georgia,Georgia,,Bing Maps,state/province
584,National City,California,"58,582",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
585,Gardena,California,"58,829",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
586,Cupertino,California,"58,302",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
587,Ames,Iowa,"58,965",41.6578217,-91.5265274,Iowa,"Iowa City, IA",,Bing Maps,city/town
588,Conroe,Texas,"56,207",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
589,Great Falls,Montana,"58,505",47.0334816,-109.6450806,Montana,Montana,,Bing Maps,state/province
590,Bowling Green,Kentucky,"58,067",37.5272331,-85.2876205,Kentucky,Kentucky,,Bing Maps,state/province
591,Lakewood,Washington,"58,163",38.8903694,-77.0319595,Washington,"Washington, DC",,Bing Maps,city/town
592,Grand Junction,Colorado,"58,566",39.0010986,-105.55159,Colorado,Colorado,,Bing Maps,state/province
593,Des Plaines,Illinois,"58,364",40.1228409,-89.143219,Illinois,Illinois,,Bing Maps,state/province
594,Huntington Park,California,"58,114",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
595,Petaluma,California,"57,941",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
596,Rocklin,California,"56,974",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
597,San Rafael,California,"57,713",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
598,Dubuque,Iowa,"57,637",41.6578217,-91.5265274,Iowa,"Iowa City, IA",,Bing Maps,city/town
599,Chapel Hill town,North Carolina,"57,233",35.5147514,-79.1010361,North Carolina,North Carolina,,Bing Maps,state/province
600,West Des Moines,Iowa,"56,609",41.6578217,-91.5265274,Iowa,"Iowa City, IA",,Bing Maps,city/town
601,La Mesa,California,"57,065",37.1519241,-119.6460419,California,California,,Bing Maps,state/province
602,North Port,Florida,"57,357",28.4401894,-82.5044403,Florida,Florida,,Bing Maps,state/province
603,Idaho Falls,Idaho,"56,813",44.3890343,-114.6594162,Idaho,Idaho,,Bing Maps,state/province
604,Mansfield,Texas,"56,368",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
605,Royal Oak,Michigan,"57,236",44.8626175,-85.7351379,Michigan,Michigan,,Bing Maps,state/province
606,Owensboro,Kentucky,"57,265",37.5272331,-85.2876205,Kentucky,Kentucky,,Bing Maps,state/province
607,Blaine,Minnesota,"57,186",46.3505173,-94.1978073,Minnesota,Minnesota,,Bing Maps,state/province
608,Rogers,Arkansas,"55,964",34.9066925,-92.4387436,Arkansas,Arkansas,,Bing Maps,state/province
609,Rowlett,Texas,"56,199",29.7604504,-95.3697815,Texas,"Houston, TX",,Bing Maps,city/town
610,Rocky Mount,North Carolina,"57,477",35.5147514,-79.1010361,North Carolina,North Carolina,,Bing Maps,state/province
611,Marietta,Georgia,"56,579",32.637619,-83.4289627,Georgia,Georgia,,Bing Maps,state/province
