id,zip,member_type,city,state,grad_year,age,maj_prac_focus,college_code,purpose,category,full_state
144133,48316-1628,DO-M,Utica,MI,2005,34,Family Medicine/OMM,118461,Home,66,Michigan
177011,48088-6684,DO-M,Warren,MI,2011,27,Family Medicine/OMM,118457,Business,1,Michigan
185901,49456-9033,DO-M,Spring Lake,MI,2012,29,Family Medicine/OMM,118459,Home,5,Michigan
173425,49503-4724,DO-M,Grand Rapids,MI,2010,33,Family Medicine/OMM,118445,Home,1,Michigan
177085,48912-4545,DO-M,Lansing,MI,2011,30,Family Medicine/OMM,118457,Home,1,Michigan
73283,48085-4896,DO-M,Troy,MI,1999,40,Family Medicine/OMM,118457,Home,66,Michigan
37630,48116-1107,DO-M,Brighton,MI,1979,63,Family Medicine/OMM,118457,Home,0,Michigan
173575,48309-4063,DO-M,Rochester Hills,MI,2010,29,Family Medicine/OMM,118457,Home,1,Michigan
177072,48168-8583,DO-M,Northville,MI,2011,29,Family Medicine/OMM,118457,Home,1,Michigan
162350,48167-8515,DO-M,Northville,MI,2008,32,Family Medicine/OMM,118469,Home,0,Michigan
192584,48439-7245,DO-M,Grand Blanc,MI,2013,26,Family Medicine/OMM,118457,Home,5,Michigan
170799,48083-4757,DO-M,Troy,MI,2010,30,Family Medicine/OMM,118453,Home,2,Michigan
171599,48336-5919,DO-M,Farmington,MI,2010,31,Gastroenterology,118467,Business,5,Michigan
151434,49417-2451,DO-M,Grand Haven,MI,2006,34,Gastroenterology,118457,Home,3,Michigan
44568,49048-1630,DO-M,Kalamazoo,MI,1985,56,Gastroenterology,118445,Business,0,Michigan
28957,48336-5966,DO-M,Farmington Hills,MI,1970,70,Gastroenterology,118446,Business,14,Michigan
41021,49519-9691,DO-M,Wyoming,MI,1980,59,Gastroenterology,118445,Business,0,Michigan
35214,48152-5007,DO-M,Livonia,MI,1977,63,Gastroenterology,118447,Business,0,Michigan
72758,48604-2852,DO-M,Saginaw,MI,1999,41,Gastroenterology,118446,Business,0,Michigan
49644,48093-4586,DO-M,Warren,MI,1988,56,Gastroenterology,118465,Business,0,Michigan
160533,48083-2588,DO-M,Troy,MI,2008,36,Gastroenterology,118466,Home,1,Michigan
81031,49301-7903,DO-M,Ada,MI,2001,38,Gastroenterology,118457,Home,0,Michigan
146123,48083-5809,DO-M,Troy,MI,2006,41,Gastroenterology,118453,Home,1,Michigan
51265,48036-3672,DO-M,Clinton Township,MI,1989,51,Gastroenterology,118445,Business,0,Michigan
156075,49509-2728,DO-M,Wyoming,MI,2007,32,Gastroenterology,118457,Home,2,Michigan
136974,49686-9294,DO-M,Traverse City,MI,2003,36,Gastroenterology,118460,Home,0,Michigan
27615,48071-3459,DO-M,Madison Heights,MI,1967,72,Gastroenterology,118446,Business,14,Michigan
84687,48642-6014,DO-M,Midland,MI,2002,38,Gastroenterology,118457,Home,0,Michigan
73234,48604-2852,DO-M,Saginaw,MI,1999,41,Gastroenterology,118457,Business,0,Michigan
171269,48073-1334,DO-M,Royal Oak,MI,2010,30,Gastroenterology,118459,Home,2,Michigan
33548,48462-8850,DO-M,Ortonville,MI,1975,67,Gastroenterology,118453,Home,0,Michigan
58198,48823-9682,DO-M,East Lansing,MI,1992,48,Gastroenterology,118457,Home,0,Michigan
38719,48336-5966,DO-M,Farmington Hills,MI,1982,57,Gastroenterology,118464,Business,0,Michigan
72854,48439-7815,DO-M,Grand Blanc,MI,1999,42,Gastroenterology,118447,Home,0,Michigan
38342,48036-3672,DO-M,Clinton Township,MI,1981,59,Gastroenterology,118445,Business,0,Michigan
32937,48336-5966,DO-M,Farmington Hills,MI,1974,65,Gastroenterology,118442,Business,0,Michigan
84706,48451-9194,DO-M,Linden,MI,2002,39,Gastroenterology,118457,Home,0,Michigan
41741,48604-2852,DO-M,Saginaw,MI,1980,63,Gastroenterology,118457,Business,0,Michigan
59843,48439-2558,DO-M,Grand Blanc,MI,1993,49,Gastroenterology,118457,Business,0,Michigan
38601,49242-8314,DO-M,Hillsdale,MI,1981,57,Gastroenterology,118447,Business,0,Michigan
75508,48439-2558,DO-M,Grand Blanc,MI,2000,40,Gastroenterology,118457,Business,0,Michigan
151503,48439-7819,DO-M,Grand Blanc,MI,2006,37,Gastroenterology,118457,Home,3,Michigan
70580,48642-6014,DO-M,Midland,MI,1998,42,Gastroenterology,118447,Business,0,Michigan
50469,48439-2558,DO-M,Grand Blanc,MI,1988,51,Gastroenterology,118457,Business,0,Michigan
156033,48017-1807,DO-M,Clawson,MI,2007,33,Gastroenterology,118457,Home,2,Michigan
33704,48036-3672,DO-M,Clinton Township,MI,1975,64,Gastroenterology,118453,Business,0,Michigan
64629,48895-1137,DO-M,Williamston,MI,1996,45,Gastroenterology,118457,Home,0,Michigan
47876,49423-6600,DO-M,Holland,MI,1987,58,Gastroenterology,118446,Home,0,Michigan
55872,48823-7396,DO-M,East Lansing,MI,1991,48,Gastroenterology,118442,Business,0,Michigan
132658,49442-5500,DO-M,Muskegon,MI,2003,36,Gastroenterology,118457,Business,0,Michigan
51297,48322-3390,DO-M,West Bloomfield,MI,1989,50,Gastroenterology,118457,Home,0,Michigan
144761,48025-2300,DO-M,Franklin,MI,2005,35,Gastroenterology,118445,Home,3,Michigan
32456,48071-3459,DO-M,Madison Heights,MI,1973,65,Gastroenterology,118445,Business,0,Michigan
41319,48823-7396,DO-M,East Lansing,MI,1982,57,Gastroenterology,118446,Business,0,Michigan
40081,48036-3672,DO-M,Clinton Twp,MI,1982,59,Gastroenterology,118462,Business,0,Michigan
48227,48118-9532,DO-M,Chelsea,MI,1987,55,Gastroenterology,118447,Home,0,Michigan
173581,48843-2208,DO-M,Howell,MI,2010,40,Gastroenterology,118457,Home,5,Michigan
132579,48336-5966,DO-M,Farmington,MI,2003,,Gastroenterology,118457,Business,0,Michigan
35287,49519-9691,DO-M,Wyoming,MI,1977,62,Gastroenterology,118447,Business,0,Michigan
145650,48302-2331,DO-M,Bloomfield Hills,MI,2005,40,Gastroenterology,118457,Home,3,Michigan
65531,48183-5112,DO-M,Trenton,MI,1995,45,Gastroenterology,118445,Business,0,Michigan
34194,48503-4604,DO-M,Flint,MI,1976,62,Gastroenterology,118445,Home,0,Michigan
169123,48375-4593,DO-M,Novi,MI,2009,33,Gastroenterology,118446,Home,5,Michigan
158795,48381-1059,DO-M,Milford,MI,2008,32,Gastroenterology,118460,Home,1,Michigan
160409,48335-3120,DO-M,Farmington,MI,2008,32,Gastroenterology,118466,Home,1,Michigan
25931,48362-1340,DO-M,Lake Orion,MI,1962,76,Gastroenterology,118442,Home,14,Michigan
47018,48823-7396,DO-M,East Lansing,MI,1986,53,Gastroenterology,118446,Business,0,Michigan
57589,48374-1267,DO-M,Novi,MI,1992,48,Gastroenterology,118442,Business,0,Michigan
39138,48823-9727,DO-M,East Lansing,MI,1982,60,Gastroenterology,118442,Home,0,Michigan
151482,48823-6920,DO-M,East Lansing,MI,2006,34,Gastroenterology,118457,Home,2,Michigan
67984,48315-1333,DO-M,Shelby Township,MI,1997,42,Geriatrics,118445,Home,0,Michigan
56329,48085-3436,DO-M,Troy,MI,1991,49,Geriatrics,118447,Home,0,Michigan
4487,49712-9311,DO-M,Boyne City,MI,1953,86,Geriatrics,118445,Home,14,Michigan
66707,48480-0887,DO-M,Grand Blanc,MI,1996,45,Geriatrics,118457,Business,0,Michigan
27978,48302-2555,DO-M,Bloomfield Hills,MI,1968,72,Geriatrics,118445,Home,14,Michigan
81034,48912-3207,DO-M,Lansing,MI,2003,48,Geriatrics,118457,Home,0,Michigan
7634,49615-9352,DO-M,Bellaire,MI,1954,90,Geriatrics,118447,Home,14,Michigan
27225,48325-2624,DO-M,West Bloomfield,MI,1966,77,Geriatrics,118446,Home,14,Michigan
156044,48836-9309,DO-M,Fowlerville,MI,2007,40,Geriatrics,118457,Home,0,Michigan
15236,48079-5226,DO-M,Saint Clair,MI,1945,92,Geriatrics,118442,Home,14,Michigan
58151,48103-2354,DO-M,Ann Arbor,MI,1992,74,Geriatrics,118457,Home,0,Michigan
61741,48312-4964,DO-M,Sterling Heights,MI,1994,48,Geriatrics,118457,Home,0,Michigan
35009,48331-1409,DO-M,Farmington,MI,1977,80,Geriatrics,118445,Home,14,Michigan
27038,48334-1247,DO-M,Farmington,MI,1965,74,Geriatrics,118442,Home,14,Michigan
59854,49444-1207,DO-M,Muskegon,MI,1994,55,Geriatrics-General Practice,118457,Business,0,Michigan
161556,48038-5553,DO-M,Clinton Twp,MI,2008,33,Geriatrics-Internal Medicine,118445,Home,2,Michigan
37641,48439-2557,DO-M,Grand Blanc,MI,1979,62,Geriatrics-Internal Medicine,118457,Business,0,Michigan
59052,48842-8662,DO-M,Holt,MI,1993,46,Gynecological Oncology,118442,Home,0,Michigan
54717,48895-9202,DO-M,Williamston,MI,1990,52,Gynecological Oncology,118447,Home,0,Michigan
144760,48823-9749,DO-M,East Lansing,MI,2005,34,Gynecological Oncology,118445,Home,3,Michigan
778,49546-3660,DO-M,Grand Rapids,MI,1956,83,General Practice,118442,Home,14,Michigan
28533,49456-0305,DO-M,Spring Lake,MI,1969,81,General Practice,118453,Home,14,Michigan
25139,48336-4465,DO-M,Farmington,MI,1961,85,General Practice,118445,Home,14,Michigan
37557,48624-0685,DO-M,Gladwin,MI,1979,65,General Practice,118457,Business,0,Michigan
45565,49008-3938,DO-M,Kalamazoo,MI,1986,53,General Practice,118445,Home,0,Michigan
33355,49201-2160,DO-M,Jackson,MI,1975,69,General Practice,118447,Business,14,Michigan
40646,49946-1214,DO-M,Lanse,MI,1980,60,General Practice,118445,Business,0,Michigan
48270,48503-4482,DO-M,Flint,MI,1987,53,General Practice,118457,Business,0,Michigan
5432,49103-9645,DO-M,Berrien Springs,MI,1955,92,General Practice,118453,Home,14,Michigan
46830,48442-8717,DO-M,Holly,MI,1986,78,General Practice,118457,Home,14,Michigan
161467,49085-9795,DO-M,Saint Joseph,MI,2009,31,General Practice,118445,Home,3,Michigan
33434,48446-1346,DO-M,Lapeer,MI,1975,71,General Practice,118442,Business,14,Michigan
23499,49720-9712,DO-M,Charlevoix,MI,1957,82,General Practice,118445,Business,14,Michigan
179532,48038-3402,DO-M,Clinton Township,MI,2011,34,General Practice,118445,Home,5,Michigan
32879,49404-1305,DO-M,Coopersville,MI,1974,69,General Practice,118447,Business,14,Michigan
27236,48009-6231,DO-M,Birmingham,MI,1966,74,General Practice,118442,Business,14,Michigan
165628,48813-7334,DO-M,Charlotte,MI,2009,31,General Practice,118448,Home,0,Michigan
147410,48336-4375,DO-M,Farmington Hills,MI,2004,52,General Practice,118463,Business,0,Michigan
37912,48122-1516,DO-M,Melvindale,MI,1980,63,General Practice,118457,Business,0,Michigan
15099,48187-2475,DO-M,Canton,MI,1957,86,General Practice,118442,Home,14,Michigan
138859,48228-3505,DO-M,Detroit,MI,2006,36,General Practice,118470,Business,0,Michigan
16151,48843-6478,DO-M,Howell,MI,1951,88,General Practice,118445,Home,14,Michigan
38928,48323-3100,DO-M,West Bloomfield,MI,1980,58,General Practice,118445,Home,0,Michigan
16862,48151-5910,DO-M,Livonia,MI,1955,84,General Practice,118446,Home,14,Michigan
150622,48176-1067,DO-M,Saline,MI,2006,36,General Practice,118446,Home,3,Michigan
37624,48906-4113,DO-M,Lansing,MI,1979,66,General Practice,118457,Business,0,Michigan
19065,49505-4102,DO-M,Grand Rapids,MI,1943,95,General Practice,118447,Home,14,Michigan
36642,49442-5500,DO-M,Muskegon,MI,1979,60,Gynecological Surgery,118442,Business,0,Michigan
180234,48375-3775,DO-M,Novi,MI,2011,29,Gynecological Surgery,118440,Home,5,Michigan
39499,49519-6439,DO-M,Wyoming,MI,1982,67,Gynecological Surgery,118446,Business,0,Michigan
44140,49442-2459,DO-M,Muskegon,MI,1985,59,Gynecological Surgery,118457,Business,0,Michigan
40353,48036-3648,DO-M,Clinton Township,MI,1983,57,General Vascular Surgery,118453,Business,0,Michigan
55687,48168-9658,DO-M,Northville,MI,1991,48,General Vascular Surgery,118453,Home,0,Michigan
74909,48026-2690,DO-M,Fraser,MI,2000,42,General Vascular Surgery,118446,Home,0,Michigan
44471,48336-5966,DO-M,Farmington Hills,MI,1985,55,General Vascular Surgery,118446,Business,0,Michigan
46136,48093-5436,DO-M,Warren,MI,1986,54,General Vascular Surgery,118466,Business,0,Michigan
50614,48323-2161,DO-M,West Bloomfield,MI,1989,53,General Vascular Surgery,118446,Home,0,Michigan
64769,48433-9775,DO-M,Flushing,MI,1996,44,General Vascular Surgery,118461,Home,0,Michigan
43695,48823,DO-M,East Lansing,MI,1983,65,Gynecology,118457,Home,0,Michigan
45638,48823-6392,DO-M,East Lansing,MI,1986,55,Gynecology,118445,Business,0,Michigan
35269,49686-1666,DO-M,Traverse City,MI,1977,62,Gynecology,118447,Home,0,Michigan
27775,49781-9490,DO-M,Saint Ignace,MI,1967,73,Gynecology,118442,Business,14,Michigan
33850,48088-5876,DO-M,Warren,MI,1975,63,Gynecology,118457,Business,0,Michigan
44218,48820-8700,DO-M,Dewitt,MI,1985,65,Hyperbaric Medicine,118457,Home,0,Michigan
29071,48135-2538,DO-M,Garden City,MI,1970,69,Hematology,118447,Business,14,Michigan
155196,48188-1922,DO-M,Canton,MI,2007,33,Hematology & Oncology,118468,Home,2,Michigan
29906,48503-2044,DO-M,Flint,MI,1972,67,Hematology & Oncology,118447,Business,0,Michigan
156043,48820-9127,DO-M,Dewitt,MI,2007,41,Hematology & Oncology,118457,Home,1,Michigan
40861,48304-2737,DO-M,Bloomfield Hills,MI,1980,60,Hematology & Oncology,118445,Home,0,Michigan
132601,49707-9300,DO-M,Alpena,MI,2003,,Hematology & Oncology,118457,Home,0,Michigan
58188,48348-2891,DO-M,Clarkston,MI,1992,49,Hematology & Oncology,118457,Home,0,Michigan
45491,48025-4454,DO-M,Bingham Farms,MI,1986,60,Hematology & Oncology,118464,Home,0,Michigan
39543,48168-8420,DO-M,Northville,MI,1983,59,Hematology & Oncology,118446,Home,0,Michigan
43411,48864-5998,DO-M,Okemos,MI,1984,59,Hematology & Oncology,118453,Home,0,Michigan
46858,49015-9646,DO-M,Battle Creek,MI,1986,54,Hematology & Oncology,118457,Home,0,Michigan
27685,48071-3459,DO-M,Madison Heights,MI,1967,73,Hematology & Oncology,118446,Business,14,Michigan
27328,48304-3562,DO-M,Bloomfield Hills,MI,1966,75,Hematology & Oncology,118442,Home,14,Michigan
172972,48067-3748,DO-M,Royal Oak,MI,2010,30,Hematology & Oncology,118461,Home,1,Michigan
65802,48098-1936,DO-M,Troy,MI,1995,44,Hematology & Oncology,118445,Home,0,Michigan
136958,48439-9459,DO-M,Grand Blanc,MI,2003,39,Hematology & Oncology,118459,Home,2,Michigan
139893,48075-3707,DO-M,Southfield,MI,2004,,Hematology & Oncology,118457,Business,0,Michigan
33571,48455-8956,DO-M,Metamora,MI,1975,62,Hematology & Oncology,118457,Home,0,Michigan
27819,48038-6310,DO-M,Clinton Township,MI,1967,73,Hematology & Oncology,118446,Business,14,Michigan
41755,49519-9514,DO-M,Wyoming,MI,1980,61,Hematology & Oncology,118457,Home,0,Michigan
44171,49441-7308,DO-M,Muskegon,MI,1985,56,Hospice and Palliative Care,118457,Home,0,Michigan
70297,48114-8833,DO-M,Brighton,MI,1998,44,Hospice and Palliative Care,118445,Home,0,Michigan
145567,48127-1900,DO-M,Dearborn Heights,MI,2005,33,Hospitalist,118457,Home,0,Michigan
168514,49684-7764,DO-M,Traverse City,MI,2009,31,Hospitalist,118457,Home,3,Michigan
173469,49506-3504,DO-M,Grand Rapids,MI,2010,30,Hospitalist,118457,Home,2,Michigan
173475,49424-7721,DO-M,Holland,MI,2010,30,Hospitalist,118457,Home,2,Michigan
143740,49735-8246,DO-M,Gaylord,MI,2005,36,Hospitalist,118468,Home,0,Michigan
155039,49696-8760,DO-M,Traverse City,MI,2007,33,Hospitalist,118459,Home,0,Michigan
81006,49685-8923,DO-M,Traverse City,MI,2001,46,Hospitalist,118457,Home,0,Michigan
66687,48708-6241,DO-M,Bay City,MI,1996,53,Hospitalist,118453,Home,0,Michigan
80586,48307-0014,DO-M,Rochester,MI,2001,40,Hospitalist,118446,Home,0,Michigan
28554,48093-2546,DO-M,Warren,MI,1969,70,Hand Surgery,118445,Business,14,Michigan
56473,48375-1884,DO-M,Novi,MI,1991,56,Hand Surgery,118457,Business,0,Michigan
42314,48302-1936,DO-M,Bloomfield Hills,MI,1984,56,Hand Surgery,118445,Home,0,Michigan
50506,48823-6371,DO-M,East Lansing,MI,1988,64,Hand Surgery,118457,Business,0,Michigan
27458,48093-2546,DO-M,Warren,MI,1967,77,Hand Surgery-Orthopedic Surg,118445,Business,14,Michigan
27859,48034-1771,DO-M,Southfield,MI,1968,71,Hair Transplant,118445,Business,14,Michigan
168484,48823-2724,DO-M,East Lansing,MI,2009,34,Int Med/Rehabilitaion,118457,Home,1,Michigan
81015,48236-3313,DO-M,Grosse Pointe Farms,MI,2001,39,Interventional Cardiology,118457,Home,0,Michigan
178940,49418-1342,DO-M,Grandville,MI,2013,38,Interventional Cardiology,118440,Home,5,Michigan
49519,48335-5496,DO-M,Farmington Hills,MI,1988,49,Interventional Cardiology,118445,Home,0,Michigan
51261,49007-5317,DO-M,Kalamazoo,MI,1989,54,Interventional Cardiology,118447,Business,0,Michigan
145652,48739-9216,DO-M,Hale,MI,2005,43,Interventional Cardiology,118457,Home,3,Michigan
68848,49519-9606,DO-M,Wyoming,MI,1997,45,Interventional Cardiology,118457,Business,0,Michigan
168602,48045-2293,DO-M,Harrison Township,MI,2009,35,Cardiac Electrophysiology,118457,Home,5,Michigan
32045,48381-3394,DO-M,Milford,MI,1973,70,Infectious Diseases,118442,Home,14,Michigan
39761,48240-9250,DO-M,Redford,MI,1981,62,Infectious Diseases,118457,Business,0,Michigan
68751,48187-5825,DO-M,Canton,MI,1997,43,Infectious Diseases,118457,Home,0,Michigan
37573,48336-5919,DO-M,Farmington Hills,MI,1979,60,Infectious Diseases,118457,Business,0,Michigan
50416,48911-4271,DO-M,Lansing,MI,1988,53,Infectious Diseases,118457,Business,0,Michigan
33984,48824-6553,DO-M,East Lansing,MI,1976,63,Infectious Diseases,118442,Business,0,Michigan
46579,48331-5901,DO-M,Farmington Hills,MI,1986,56,Infectious Diseases,118446,Home,0,Michigan
81056,49503-2550,DO-M,Grand Rapids,MI,2001,39,Infectious Diseases,118457,Business,0,Michigan
40810,48507-5963,DO-M,Flint,MI,1984,59,Infectious Diseases,118459,Business,0,Michigan
70925,48075-3707,DO-M,Southfield,MI,1998,43,Infectious Diseases,118457,Business,0,Michigan
41697,48315-2540,DO-M,Utica,MI,1983,61,Infectious Diseases,118457,Business,0,Michigan
51236,48390-2459,DO-M,Walled Lake,MI,1989,51,Infectious Diseases,118457,Home,0,Michigan
49601,48310-4005,DO-M,Sterling Heights,MI,1988,58,Infectious Diseases,118459,Business,0,Michigan
49264,48336-5966,DO-M,Farmington Hills,MI,1988,53,Infectious Diseases,118442,Business,0,Michigan
75550,49684-1477,DO-M,Traverse City,MI,2000,60,Infectious Diseases,118457,Home,0,Michigan
43922,48138-1602,DO-M,Grosse Ile,MI,1985,54,Infectious Diseases,118463,Home,0,Michigan
186307,48093-4298,DO-M,Warren,MI,2012,30,Internal Med-Emergency Med,118453,Home,5,Michigan
85936,48085-1083,DO-M,Troy,MI,2002,47,Internal Med-Emergency Med,118469,Home,0,Michigan
61636,48357-4573,DO-M,Highland,MI,1994,48,Internal Med-Emergency Med,118457,Business,0,Michigan
68357,49301-8366,DO-M,Ada,MI,1997,44,Internal Med-Emergency Med,118447,Home,0,Michigan
185678,48304-5137,DO-M,Bloomfield Hills,MI,2012,28,Internal Med-Emergency Med,118457,Home,5,Michigan
177123,48864-2067,DO-M,Okemos,MI,2011,32,Internal Med-Emergency Med,118457,Home,5,Michigan
173533,48220-1636,DO-M,Ferndale,MI,2010,31,Internal Med-Emergency Med,118457,Home,5,Michigan
141270,48322-2301,DO-M,West Bloomfield,MI,2004,38,Internal Med-Emergency Med,118463,Home,0,Michigan
70928,48855-7708,DO-M,Howell,MI,1998,46,Internal Med-Emergency Med,118457,Home,0,Michigan
164465,48220-2489,DO-M,Ferndale,MI,2009,31,Internal Med-Emergency Med,118470,Home,1,Michigan
177644,48067-2875,DO-M,Royal Oak,MI,2011,39,Internal Med-Emergency Med,118454,Home,5,Michigan
177647,48071-3456,DO-M,Madison Heights,MI,2011,44,Internal Med-Emergency Med,118454,Home,5,Michigan
145604,48051-3789,DO-M,Chesterfield,MI,2006,42,Internal Med-Emergency Med,118457,Home,3,Michigan
156157,48325-2803,DO-M,West Bloomfield,MI,2007,34,Internal Med-Emergency Med,118457,Home,3,Michigan
180052,48073-5624,DO-M,Royal Oak,MI,2011,29,Internal Med-Emergency Med,155767,Home,5,Michigan
173102,48327-3083,DO-M,Waterford,MI,2010,39,Internal Med-Emergency Med,118469,Home,1,Michigan
50460,48012-1510,DO-M,Birmingham,MI,1988,55,Internal Med-Emergency Med,118457,Home,0,Michigan
84103,49117-7937,DO-M,New Buffalo,MI,2002,38,Internal Med-Emergency Med,118442,Home,0,Michigan
151258,48067-2860,DO-M,Royal Oak,MI,2006,33,Internal Med-Emergency Med,118457,Home,0,Michigan
140131,48073-1333,DO-M,Royal Oak,MI,2004,39,Internal Med-Emergency Med,118469,Home,0,Michigan
171339,48314,DO-M,Sterling Heights,MI,2010,34,Internal Med-Emergency Med,118466,Home,1,Michigan
132632,48380-3026,DO-M,Milford,MI,2003,42,Internal Med-Emergency Med,118457,Home,0,Michigan
132636,48323-2832,DO-M,West Bloomfield,MI,2003,37,Internal Med-Emergency Med,118457,Home,0,Michigan
172262,48069-1012,DO-M,Pleasant Rdg,MI,2011,34,Internal Med-Emergency Med,118448,Home,5,Michigan
165206,48030-1232,DO-M,Hazel Park,MI,2009,38,Internal Med-Emergency Med,118459,Home,1,Michigan
72119,48467-9368,DO-M,Port Austin,MI,1998,42,Internal Med-Emergency Med,118467,Home,0,Michigan
176439,48151-5391,DO-M,Livonia,MI,2011,35,Internal Med-Emergency Med,118470,Home,5,Michigan
174251,48346-4947,DO-M,Clarkston,MI,2010,36,Internal Med-Emergency Med,118464,Home,1,Michigan
165691,48304-1056,DO-M,Bloomfield Hills,MI,2009,35,Internal Med-Emergency Med,118448,Home,1,Michigan
177099,48085-3835,DO-M,Troy,MI,2011,29,Internal Medicine,118457,Home,1,Michigan
177100,48124-1179,DO-M,Dearborn,MI,2012,28,Internal Medicine,118457,Home,5,Michigan
156088,48127-2568,DO-M,Dearborn Hts,MI,2007,35,Internal Medicine,118457,Home,2,Michigan
176372,48038-5047,DO-M,Clinton Twp,MI,2011,30,Internal Medicine,118470,Home,1,Michigan
158,48342-2140,DO-M,Pontiac,MI,1956,86,Internal Medicine,118442,Business,14,Michigan
176672,48093-7934,DO-M,Warren,MI,2011,29,Internal Medicine,118467,Home,1,Michigan
156090,48322-3377,DO-M,West Bloomfield,MI,2007,33,Internal Medicine,118457,Home,0,Michigan
124036,49426-7354,DO-M,Hudsonville,MI,2003,38,Internal Medicine,118447,Home,0,Michigan
165256,49315-9027,DO-M,Byron Center,MI,2009,35,Internal Medicine,118462,Home,1,Michigan
176955,48098-2038,DO-M,Troy,MI,2011,30,Internal Medicine,118457,Home,1,Michigan
124037,48307-3599,DO-M,Rochester Hills,MI,2003,37,Internal Medicine,118447,Home,0,Michigan
56127,49201-9061,DO-M,Jackson,MI,1991,49,Internal Medicine,118445,Home,0,Michigan
70970,48188-1478,DO-M,Canton,MI,1998,42,Internal Medicine,118457,Home,0,Michigan
174784,48336-5919,DO-M,Farmington Hills,MI,2010,31,Internal Medicine,118446,Business,5,Michigan
184462,48128-1556,DO-M,Dearborn,MI,2012,30,Internal Medicine,118467,Home,5,Michigan
162499,48912-5143,DO-M,Lansing,MI,2008,36,Internal Medicine,118457,Home,0,Michigan
177700,48823-1655,DO-M,East Lansing,MI,2011,31,Internal Medicine,118454,Home,1,Michigan
188639,48240-1971,DO-M,Redford,MI,2012,30,Internal Medicine,118468,Home,5,Michigan
32665,49012-9329,DO-M,Augusta,MI,1974,66,Internal Medicine,118447,Home,0,Michigan
54761,48323-3368,DO-M,West Bloomfield,MI,1991,49,Internal Medicine,118457,Home,0,Michigan
70899,48214-3731,DO-M,Detroit,MI,1998,46,Internal Medicine,118457,Business,0,Michigan
84652,48439-5059,DO-M,Grand Blanc,MI,2002,38,Internal Medicine,118457,Business,0,Michigan
151834,48322-2732,DO-M,West Bloomfield,MI,2006,35,Internal Medicine,118445,Home,0,Michigan
174790,48220-1658,DO-M,Ferndale,MI,2010,32,Internal Medicine,118446,Home,1,Michigan
168262,48044-3812,DO-M,Macomb,MI,2009,32,Internal Medicine,118457,Home,2,Michigan
185668,48235-2624,DO-M,Detroit,MI,2012,27,Internal Medicine,118457,Business,5,Michigan
56443,48858-2936,DO-M,Mt Pleasant,MI,1991,51,Internal Medicine,118457,Business,0,Michigan
38068,49431-1953,DO-M,Ludington,MI,1981,61,Internal Medicine,118446,Business,0,Michigan
197673,48093-3467,DO-M,Warren,MI,2012,33,Internal Medicine,118439,Business,5,Michigan
56504,49002-8271,DO-M,Portage,MI,1991,48,Internal Medicine,118457,Home,0,Michigan
151156,48706-1523,DO-M,Bay City,MI,2006,36,Internal Medicine,118468,Home,0,Michigan
54765,49316-9577,DO-M,Caledonia,MI,1990,49,Internal Medicine,118457,Home,0,Michigan
901,49546-8317,DO-M,Grand Rapids,MI,1956,82,Internal Medicine,118442,Home,14,Michigan
177109,48439-7578,DO-M,Grand Blanc,MI,2011,30,Internal Medicine,118457,Home,1,Michigan
58144,48348-4841,DO-M,Clarkston,MI,1992,48,Internal Medicine,118457,Home,0,Michigan
46821,48081-1561,DO-M,Saint Clair Shores,MI,1986,53,Internal Medicine,118457,Business,0,Michigan
80593,48301-2000,DO-M,Bloomfield Hills,MI,2001,38,Internal Medicine,118447,Home,0,Michigan
54766,48382-1983,DO-M,Commerce Township,MI,1990,49,Internal Medicine,118457,Home,0,Michigan
70900,48307-6083,DO-M,Rochester,MI,1998,42,Internal Medicine,118457,Home,0,Michigan
37554,49686-1653,DO-M,Traverse City,MI,1979,62,Internal Medicine,118457,Home,0,Michigan
173519,48146-3525,DO-M,Lincoln Park,MI,2010,37,Internal Medicine,118457,Home,5,Michigan
154423,48377-2715,DO-M,Novi,MI,2007,34,Internal Medicine,118446,Home,2,Michigan
75445,48879-1559,DO-M,Saint Johns,MI,2002,40,Internal Medicine,118457,Business,0,Michigan
168382,48382-2281,DO-M,Commerce Township,MI,2009,32,Internal Medicine,118457,Home,2,Michigan
185673,48038-6606,DO-M,Clinton Township,MI,2012,30,Internal Medicine,118457,Home,5,Michigan
122139,48346-4806,DO-M,Clarkston,MI,2002,41,Internal Medicine,118466,Business,0,Michigan
66018,49614-9722,DO-M,Bear Lake,MI,1996,44,Internal Medicine,118445,Home,0,Michigan
85695,49770-9709,DO-M,Petoskey,MI,2002,41,Internal Medicine,118465,Home,0,Michigan
170423,48127-4100,DO-M,Dearborn Heights,MI,2010,31,Internal Medicine,118454,Home,2,Michigan
34543,48381-1049,DO-M,Milford,MI,1976,64,Internal Medicine,118453,Business,0,Michigan
85806,48166-9750,DO-M,Newport,MI,2002,43,Internal Medicine,118467,Business,0,Michigan
162507,48237-3513,DO-M,Oak Park,MI,2010,36,Internal Medicine,118457,Home,1,Michigan
75448,49007-5341,DO-M,Kalamazoo,MI,2000,41,Internal Medicine,118457,Business,4,Michigan
149590,48120-1167,DO-M,Dearborn,MI,2006,37,Internal Medicine,118466,Home,0,Michigan
156100,48306-4029,DO-M,Rochester,MI,2007,32,Internal Medicine,118457,Home,2,Michigan
